id	category	pos	display	reading	ko	level10
W0224	business	verb	参照する	さんしょうする	참조하다	7
W0225	business	verb	添付する	てんぷする	첨부하다	7
W0226	business	verb	送付する	そうふする	송부하다	6
W0227	business	verb	受領する	じゅりょうする	수령하다	6
W0228	business	verb	採用する	さいようする	채용하다	6
W0229	business	verb	面接する	めんせつする	면접하다	6
W0230	business	verb	研修する	けんしゅうする	연수/교육하다	7
W0231	business	verb	異動する	いどうする	이동/전보하다	6
W0232	business	verb	発注する	はっちゅうする	발주하다	6
W0233	business	verb	受注する	じゅちゅうする	수주하다	6
W0234	business	verb	納品する	のうひんする	납품하다	6
W0235	business	verb	請求する	せいきゅうする	청구하다	6
W0236	business	verb	支払いする	しはらいする	지불하다	6
W0237	business	verb	入金する	にゅうきんする	입금하다	6
W0238	business	verb	振込する	ふりこみする	송금하다	6
W0239	business	verb	契約する	けいやくする	계약하다	6
W0240	business	verb	締結する	ていけつする	체결하다	7
W0241	business	verb	見直しする	みなおしする	재검토하다	7
W0242	business	verb	合意する	ごういする	합의하다	6
W0243	business	verb	承諾する	しょうだくする	승낙하다	7
W0244	business	verb	集客する	しゅうきゃくする	집객하다	7
W0245	business	verb	宣伝する	せんでんする	홍보하다	6
W0246	business	verb	広報する	こうほうする	홍보/PR하다	7
W0247	business	verb	申込する	もうしこみする	신청(접수)하다	7
W0248	business	verb	手配する	てはいする	수배/준비하다	7
W0249	business	verb	対応する	たいおうする	대응하다	6
W0250	business	verb	確認する	かくにんする	확인하다	6
W0251	kids	noun	家族	かぞく	가족	5
W0252	kids	noun	お父さん	おとうさん	아빠	1
W0253	kids	noun	お母さん	おかあさん	엄마	1
W0254	kids	noun	お兄ちゃん	おにいちゃん	오빠/형	1
W0255	kids	noun	お姉ちゃん	おねえちゃん	언니/누나	1
W0256	kids	noun	弟	おとうと	남동생	3
W0257	kids	noun	妹	いもうと	여동생	3
W0258	kids	noun	友達	ともだち	친구	5
W0259	kids	noun	先生	せんせい	선생님	3
W0260	kids	noun	幼稚園	ようちえん	유치원	7
W0261	kids	noun	保育園	ほいくえん	어린이집	7
W0262	kids	noun	学校	がっこう	학교	3
W0263	kids	noun	教室	きょうしつ	교실	5
W0264	kids	noun	宿題	しゅくだい	숙제	5
W0265	kids	noun	名前	なまえ	이름	3
W0266	kids	noun	年	とし	나이/해	3
W0267	kids	noun	誕生日	たんじょうび	생일	5
W0268	kids	noun	朝	あさ	아침	3
W0269	kids	noun	昼	ひる	낮/점심	3
W0270	kids	noun	夜	よる	밤	3
W0271	kids	noun	今日	きょう	오늘	5
W0272	kids	noun	明日	あした	내일	3
W0273	kids	noun	昨日	きのう	어제	5
W0274	kids	noun	時間	じかん	시간	5
W0275	kids	noun	時計	とけい	시계	5
W0276	kids	noun	ごはん	ごはん	밥	1
W0277	kids	noun	パン	ぱん	빵	3
W0278	kids	noun	牛乳	ぎゅうにゅう	우유	5
W0279	kids	noun	水	みず	물	3
W0280	kids	noun	ジュース	じゅーす	주스	3
W0281	kids	noun	お茶	おちゃ	차	3
W0282	kids	noun	おやつ	おやつ	간식	1
W0283	kids	noun	お菓子	おかし	과자	3
W0284	kids	noun	りんご	りんご	사과	1
W0285	kids	noun	みかん	みかん	귤	1
W0286	kids	noun	バナナ	ばなな	바나나	3
W0287	kids	noun	いちご	いちご	딸기	1
W0288	kids	noun	ぶどう	ぶどう	포도	1
W0289	kids	noun	ケーキ	けーき	케이크	3
W0290	kids	noun	アイス	あいす	아이스크림	3
W0291	kids	noun	チョコ	ちょこ	초콜릿	3
W0292	kids	noun	クッキー	くっきー	쿠키	3
W0293	kids	noun	ヨーグルト	よーぐると	요거트	3
W0294	kids	noun	チーズ	ちーず	치즈	3
W0295	kids	noun	カレー	かれー	카레	3
W0296	kids	noun	ラーメン	らーめん	라면	3
W0297	kids	noun	ハンバーグ	はんばーぐ	함박스테이크	3
W0298	kids	noun	スープ	すーぷ	수프	3
W0299	kids	noun	おにぎり	おにぎり	주먹밥	1
W0300	kids	noun	お皿	おさら	접시	3
W0301	kids	noun	スプーン	すぷーん	스푼	3
W0302	kids	noun	フォーク	ふぉーく	포크	3
W0303	kids	noun	箸	はし	젓가락	3
W0304	kids	noun	コップ	こっぷ	컵	3
W0305	kids	noun	歯	は	이	3
W0306	kids	noun	歯ブラシ	はぶらし	칫솔	3
W0307	kids	noun	歯みがき	はみがき	양치	1
W0308	kids	noun	お風呂	おふろ	목욕	3
W0309	kids	noun	石けん	せっけん	비누	1
W0310	kids	noun	タオル	たおる	수건	3
W0311	kids	noun	服	ふく	옷	3
W0312	kids	noun	ズボン	ずぼん	바지	3
W0313	kids	noun	シャツ	しゃつ	셔츠	3
W0314	kids	noun	靴	くつ	신발	3
W0315	kids	noun	靴下	くつした	양말	5
W0316	kids	noun	帽子	ぼうし	모자	3
W0317	kids	noun	かばん	かばん	가방	1
W0318	kids	noun	手	て	손	3
W0319	kids	noun	足	あし	발	3
W0320	kids	noun	頭	あたま	머리	3
W0321	kids	noun	目	め	눈	3
W0322	kids	noun	耳	みみ	귀	3
W0323	kids	noun	口	くち	입	3
W0324	kids	noun	鼻	はな	코	3
W0325	kids	noun	お腹	おなか	배	3
W0326	kids	noun	痛い	いたい	아프다(통증)	3
W0327	kids	noun	元気	げんき	건강/기운	3
W0328	kids	noun	病院	びょういん	병원	5
W0329	kids	noun	薬	くすり	약	3
W0330	kids	noun	公園	こうえん	공원	5
W0331	kids	noun	砂場	すなば	모래놀이터	5
W0332	kids	noun	滑り台	すべりだい	미끄럼틀	5
W0333	kids	noun	ぶらんこ	ぶらんこ	그네	1
W0334	kids	noun	遊び場	あそびば	놀이터	5
W0335	kids	noun	家	いえ	집	3
W0336	kids	noun	部屋	へや	방	5
W0337	kids	noun	玄関	げんかん	현관	5
W0338	kids	noun	窓	まど	창문	3
W0339	kids	noun	ドア	どあ	문	3
W0340	kids	noun	机	つくえ	책상	3
W0341	kids	noun	いす	いす	의자	1
W0342	kids	noun	ベッド	べっど	침대	3
W0343	kids	noun	布団	ふとん	이불	3
W0344	kids	noun	枕	まくら	베개	3
W0345	kids	noun	絵本	えほん	그림책	5
W0346	kids	noun	本	ほん	책	3
W0347	kids	noun	紙	かみ	종이	3
W0348	kids	noun	鉛筆	えんぴつ	연필	5
W0349	kids	noun	色鉛筆	いろえんぴつ	색연필	7
W0350	kids	noun	クレヨン	くれよん	크레용	3
W0351	kids	noun	絵	え	그림	3
W0352	kids	noun	歌	うた	노래	3
W0353	kids	noun	音	おと	소리	3
W0354	kids	noun	音楽	おんがく	음악	5
W0355	kids	noun	おもちゃ	おもちゃ	장난감	1
W0356	kids	noun	ブロック	ぶろっく	블록	3
W0357	kids	noun	ぬいぐるみ	ぬいぐるみ	인형	1
W0358	kids	noun	ボール	ぼーる	공	3
W0359	kids	noun	自転車	じてんしゃ	자전거	5
W0360	kids	noun	車	くるま	자동차	3
W0361	kids	noun	電車	でんしゃ	전철	5
W0362	kids	noun	バス	ばす	버스	3
W0363	kids	noun	飛行機	ひこうき	비행기	7
W0364	kids	noun	船	ふね	배	3
W0365	kids	noun	信号	しんごう	신호등	5
W0366	kids	noun	道	みち	길	3
W0367	kids	noun	橋	はし	다리	3
W0368	kids	noun	駅	えき	역	3
W0369	kids	noun	切符	きっぷ	표	5
W0370	kids	noun	雨	あめ	비	3
W0371	kids	noun	雪	ゆき	눈	3
W0372	kids	noun	風	かぜ	바람	3
W0373	kids	noun	雲	くも	구름	3
W0374	kids	noun	空	そら	하늘	3
W0375	kids	noun	太陽	たいよう	태양	5
W0376	kids	noun	月	つき	달	3
W0377	kids	noun	星	ほし	별	3
W0378	kids	noun	春	はる	봄	3
W0379	kids	noun	夏	なつ	여름	3
W0380	kids	noun	秋	あき	가을	3
W0381	kids	noun	冬	ふゆ	겨울	3
W0382	kids	noun	花	はな	꽃	3
W0383	kids	noun	木	き	나무	3
W0384	kids	noun	葉っぱ	はっぱ	잎	1
W0385	kids	noun	虫	むし	곤충	3
W0386	kids	noun	ちょうちょ	ちょうちょ	나비	1
W0387	kids	noun	カブトムシ	かぶとむし	장수풍뎅이	3
W0388	kids	noun	犬	いぬ	개	3
W0389	kids	noun	猫	ねこ	고양이	3
W0390	kids	noun	うさぎ	うさぎ	토끼	1
W0391	kids	noun	くま	くま	곰	1
W0392	kids	noun	ぞう	ぞう	코끼리	1
W0393	kids	noun	きりん	きりん	기린	1
W0394	kids	noun	ライオン	らいおん	사자	3
W0395	kids	noun	さる	さる	원숭이	1
W0396	kids	noun	とり	とり	새	1
W0397	kids	noun	さかな	さかな	물고기	1
W0398	kids	noun	かえる	かえる	개구리	1
W0399	kids	noun	かめ	かめ	거북이	1
W0400	kids	noun	お手て	おてて	손(아이말)	1
W0401	kids	verb	食べる	たべる	먹다	3
W0402	kids	verb	飲む	のむ	마시다	3
W0403	kids	verb	遊ぶ	あそぶ	놀다	3
W0404	kids	verb	走る	はしる	달리다	1
W0405	kids	verb	歩く	あるく	걷다	1
W0406	kids	verb	跳ぶ	とぶ	뛰다/날다	3
W0407	kids	verb	寝る	ねる	자다	1
W0408	kids	verb	起きる	おきる	일어나다	3
W0409	kids	verb	洗う	あらう	씻다	3
W0410	kids	verb	着る	きる	입다(상)	3
W0411	kids	verb	脱ぐ	ぬぐ	벗다	3
W0412	kids	verb	履く	はく	신다/입다(하의,신발)	3
W0413	kids	verb	持つ	もつ	들다	3
W0414	kids	verb	取る	とる	집다/취하다	3
W0415	kids	verb	入れる	いれる	넣다	3
W0416	kids	verb	出す	だす	꺼내다/내다	1
W0417	kids	verb	しまう	しまう	정리해 넣다	1
W0418	kids	verb	開ける	あける	열다	3
W0419	kids	verb	閉める	しめる	닫다	1
W0420	kids	verb	見る	みる	보다	1
W0421	kids	verb	聞く	きく	듣다/묻다	1
W0422	kids	verb	言う	いう	말하다	1
W0423	kids	verb	話す	はなす	말하다	1
W0424	kids	verb	読む	よむ	읽다	3
W0425	kids	verb	書く	かく	쓰다	3
W0426	kids	verb	描く	かく	그리다	3
W0427	kids	verb	作る	つくる	만들다	3
W0428	kids	verb	歌う	うたう	노래하다	1
W0429	kids	verb	踊る	おどる	춤추다	3
W0430	kids	verb	笑う	わらう	웃다	1
W0431	kids	verb	泣く	なく	울다	3
W0432	kids	verb	怒る	おこる	화내다	3
W0433	kids	verb	喜ぶ	よろこぶ	기뻐하다	3
W0434	kids	verb	待つ	まつ	기다리다	1
W0435	kids	verb	行く	いく	가다	1
W0436	kids	verb	来る	くる	오다	1
W0437	kids	verb	帰る	かえる	돌아가다	1
W0438	kids	verb	座る	すわる	앉다	1
W0439	kids	verb	立つ	たつ	서다	1
W0440	kids	verb	並ぶ	ならぶ	줄서다	1
W0441	kids	verb	触る	さわる	만지다	1
W0442	kids	verb	抱っこする	だっこする	안아주다	1
W0443	kids	verb	手伝う	てつだう	돕다	3
W0444	kids	verb	教える	おしえる	가르치다	3
W0445	kids	verb	習う	ならう	배우다	3
W0446	kids	verb	できる	できる	할 수 있다	1
W0447	kids	verb	やる	やる	하다	1
W0448	kids	verb	する	する	하다	1
W0449	kids	verb	会う	あう	만나다	1
W0450	kids	verb	探す	さがす	찾다	3
W0451	kids	verb	見つける	みつける	찾아내다	3
W0452	kids	verb	片づける	かたづける	정리하다	3
W0453	kids	verb	掃除する	そうじする	청소하다	3
W0454	kids	verb	洗濯する	せんたくする	세탁하다	3
W0455	kids	verb	助ける	たすける	돕다	3
W0456	kids	verb	守る	まもる	지키다	3
W0457	kids	verb	渡す	わたす	건네다	3
W0458	kids	verb	もらう	もらう	받다	1
W0459	kids	verb	あげる	あげる	주다	1
W0460	kids	verb	分ける	わける	나누다	3
W0461	kids	verb	選ぶ	えらぶ	고르다	3
W0462	kids	verb	覚える	おぼえる	외우다	3
W0463	kids	verb	忘れる	わすれる	잊다	3
W0464	kids	verb	始める	はじめる	시작하다	3
W0465	kids	verb	終わる	おわる	끝나다	1
W0466	kids	verb	続ける	つづける	계속하다	3
W0467	kids	verb	止める	とめる	멈추다	3
W0468	kids	verb	転ぶ	ころぶ	넘어지다	1
W0469	kids	verb	痛がる	いたがる	아파하다	3
W0470	kids	verb	治る	なおる	낫다	3
W0471	kids	verb	触れ合う	ふれあう	교감하다	3
W0472	kids	verb	あそびにいく	あそびにいく	놀러 가다	2
W0473	kids	verb	おねがいする	おねがいする	부탁하다	2
W0474	kids	verb	あいさつする	あいさつする	인사하다	2
W0475	kids	verb	ありがとうと言う	ありがとうという	고맙다고 말하다	2
W0476	kids	phrase	おはよう	おはよう	좋은 아침	1
W0477	kids	phrase	こんにちは	こんにちは	안녕(낮)	1
W0478	kids	phrase	こんばんは	こんばんは	안녕(밤)	1
W0479	kids	phrase	おやすみ	おやすみ	잘 자	1
W0480	kids	phrase	ありがとう	ありがとう	고마워	1
W0481	kids	phrase	ごめんね	ごめんね	미안해	1
W0482	kids	phrase	だいじょうぶ	だいじょうぶ	괜찮아	1
W0483	kids	phrase	いいよ	いいよ	좋아/괜찮아	1
W0484	kids	phrase	だめ	だめ	안 돼	1
W0485	kids	phrase	やったー	やったー	야호!	1
W0486	kids	phrase	できた	できた	됐다!	1
W0487	kids	phrase	もういっかい	もういっかい	한 번 더	1
W0488	kids	phrase	ゆっくり	ゆっくり	천천히	1
W0489	kids	phrase	きをつけて	きをつけて	조심해	1
W0490	kids	phrase	いってきます	いってきます	다녀올게	1
W0491	kids	phrase	いってらっしゃい	いってらっしゃい	다녀와	1
W0492	kids	phrase	ただいま	ただいま	다녀왔어	1
W0493	kids	phrase	おかえり	おかえり	어서 와	1
W0494	kids	phrase	いただきます	いただきます	잘 먹겠습니다	1
W0495	kids	phrase	ごちそうさま	ごちそうさま	잘 먹었습니다	1
W0496	kids	phrase	トイレ	といれ	화장실	1
W0497	kids	phrase	だっこして	だっこして	안아줘	1
W0498	kids	phrase	みてみて	みてみて	봐봐	1
W0499	kids	phrase	こっち	こっち	여기	1
W0500	kids	phrase	あっち	あっち	저기	1
